loc,cases,deaths,month
111,Cases,11,9
111,Cases,0,2
111,Cases,4,6
111,Cases,0,11
111,Cases,1,3
111,Cases,3,8
112,Cases,0,6
112,Cases,2,7
112,Cases,69,10
112,Cases,1,1
112,Cases,1,3
112,Cases,3,8
112,Cases,1,2
112,Cases,2,11
112,Cases,48,9
112,Cases,0,12
112,Cases,0,4
112,Cases,0,5
113,Cases,3,2
113,Cases,3,11
113,Cases,1,4
113,Cases,1,5
113,Cases,1,6
113,Cases,0,7
113,Cases,2,12
113,Cases,3,8
113,Cases,94,10
113,Cases,1,1
113,Cases,41,9
113,Cases,0,3
114,Cases,0,1
114,Cases,64,9
114,Cases,0,6
114,Cases,1,4
114,Cases,3,7
114,Cases,0,11
114,Cases,107,10
114,Cases,1,2
114,Cases,0,5
114,Cases,2,12
114,Cases,2,8
114,Cases,1,3
115,Cases,0,5
115,Cases,0,6
115,Cases,1,3
115,Cases,1,12
115,Cases,32,10
115,Cases,5,7
115,Cases,1,4
115,Cases,1,11
115,Cases,3,1
115,Cases,14,9
115,Cases,0,2
